Bin	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	X
Bin149500000	0.342105263158;0.408163265306	1.0;1.0	0.545454545455;0.594594594595	0	0.42;0.541666666667	0.392857142857;0.452830188679	0.417721518987;0.31067961165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564356435644;0.382978723404
Bin149750000	1.0;1.0	0	1.0;1.0	0	0.448979591837;0.416666666667	0.571428571429;0.722222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513513513514;0.573913043478
Bin150000000	0.277777777778;0.305555555556	0.542857142857;0.439024390244	1.0;1.0	0	0.45045045045;0.6	0.583333333333;0.350649350649	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0;1.0
Bin150250000	0.440217391304;0.363636363636	1.0;1.0	0.470588235294;0.448979591837	1.0;1.0	0.993006993007;1.0	1.0;1.0	0.517985611511;0.544502617801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0;1.0
Bin150500000	0.6;0.4875	0	1.0;1.0	0	0.590909090909;0.366666666667	0.803738317757;0.915254237288	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484375;0.636363636364
Bin150750000	1.0;1.0	0	0.396825396825;0.425	0	0.5;0.489795918367	0	0.428571428571;0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388235294118;0.425531914894
Bin151000000	1.0;1.0	0	0.510791366906;0.629213483146	0.491379310345;0.486842105263	0.640625;0.787234042553	1.0;1.0	0.991935483871;0.990654205607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.595238095238;0.696428571429
Bin151250000	1.0;1.0	0.564102564103;0.704545454545	0.509803921569;0.439024390244	0	0	0.492753623188;0.428571428571	0.852459016393;0.878378378378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564102564103;0.350877192982
Bin151500000	1.0;1.0	0	0.488888888889;0.406779661017	1.0;1.0	0	1.0;1.0	1.0;0.983050847458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0;1.0
Bin151750000	0.383333333333;0.511627906977	0	1.0;0.991452991453	0.475;0.44	1.0;1.0	0.543209876543;0.577777777778	0.285714285714;0.432432432432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519230769231;0.571428571429
Bin152000000	1.0;1.0	0.444444444444;0.552631578947	0.413223140496;0.448275862069	0.4875;0.325203252033	0	0	0.440476190476;0.474576271186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535211267606;0.428571428571
Bin152250000	0.465517241379;0.660714285714	0.484848484848;0.466666666667	0.981818181818;1.0	0.449612403101;0.422018348624	0	0.5;0.523255813953	0.46875;0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533980582524;0.373015873016
Bin152500000	1.0;1.0	1.0;1.0	0	0.538961038961;0.478787878788	0	0.511627906977;0.432432432432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518867924528;0.393700787402
Bin152750000	1.0;1.0	0.404109589041;0.490445859873	0.555555555556;0.641025641026	0	0	0.5390625;0.582524271845	0.228571428571;0.406779661017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0;1.0
Bin153000000	0.5;0.409090909091	0.418803418803;0.466101694915	0	0.329113924051;0.271186440678	0	0.44;0.444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52;0.379310344828
Bin153250000	1.0;1.0	1.0;1.0	0	0.432748538012;0.529801324503	1.0;1.0	1.0;0.979381443299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301886792453;0.265625
Bin153500000	0.6;0.470588235294	0.527777777778;0.49593495935	0.5;0.604651162791	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555555555556;0.394736842105
Bin153750000	0.953488372093;0.870967741935	0	0.490566037736;0.551020408163	0.428571428571;0.561403508772	0.40350877193;0.56338028169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin154000000	1.0;1.0	0	0.477777777778;0.281609195402	0.511811023622;0.482233502538	0.333333333333;0.282608695652	0	0.458823529412;0.586206896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0;1.0
Bin154250000	0.545454545455;0.566666666667	0.996138996139;1.0	0	0.537313432836;0.529411764706	0.481481481481;0.625	0.416666666667;0.470588235294	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0;1.0
Bin154500000	0.490566037736;0.328571428571	0	0	0.443786982249;0.562841530055	0	0.921348314607;0.898148148148	0.541176470588;0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin154750000	0.512195121951;0.836363636364	0	1.0;1.0	0	0.282258064516;0.245283018868	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin155000000	0.42774566474;0.345238095238	0	1.0;1.0	1.0;1.0	0	0.575757575758;0.4375	0.4;0.607142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.476923076923;0.456692913386
Bin155250000	0.541666666667;0.621621621622	0.355371900826;0.524752475248	1.0;1.0	0.521126760563;0.5	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482142857143;0.320754716981
Bin155500000	0.444444444444;0.442857142857	0.487179487179;0.426229508197	1.0;1.0	0.478048780488;0.551546391753	0	0.5;0.568181818182	0.428571428571;0.530769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin155750000	0.537037037037;0.234042553191	0	0	0	0	0.463414634146;0.448598130841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin156000000	0.428571428571;0.769230769231	0	0.471264367816;0.584415584416	1.0;1.0	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin156250000	0.615384615385;0.481481481481	0	1.0;1.0	0.371428571429;0.510204081633	1.0;1.0	0	0.481927710843;0.513157894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin156500000	1.0;1.0	0	0.566666666667;0.484848484848	0.482456140351;0.394230769231	0.378378378378;0.386363636364	0	0.594339622642;0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin156750000	1.0;1.0	0	0	0.354166666667;0.575757575758	0.466666666667;0.41935483871	0	1.0;0.981818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin157000000	1.0;0.987421383648	1.0;1.0	0.79746835443;0.789473684211	0	1.0;1.0	0	0.565217391304;0.452054794521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin157250000	1.0;1.0	0.44262295082;0.475	0	0	0.984375;1.0	0.418918918919;0.408695652174	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin157500000	0.636363636364;0.456140350877	0	0	1.0;0.989583333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin157750000	0	0	0.5;0.388888888889	0	0	1.0;1.0	0.4375;0.448979591837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin158000000	0.382978723404;0.355140186916	1.0;1.0	0	1.0;1.0	0.614035087719;0.568181818182	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin158250000	0.56862745098;0.425	1.0;1.0	0	1.0;1.0	0	0.540540540541;0.410256410256	0.403225806452;0.539325842697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin158500000	0.553719008264;0.458015267176	1.0;1.0	0	0	0.491228070175;0.238095238095	1.0;1.0	0.444444444444;0.41059602649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin158750000	0.578947368421;0.472972972973	0.479166666667;0.451219512195	1.0;1.0	0	0	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin159000000	0.467741935484;0.428571428571	1.0;1.0	0	1.0;1.0	0	0.490196078431;0.46511627907	0.5;0.509803921569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin159250000	0.433333333333;0.544715447154	0	0.516129032258;0.547619047619	0	0.489130434783;0.62	0.558441558442;0.452830188679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin159500000	1.0;1.0	1.0;1.0	0	0.537634408602;0.47619047619	1.0;1.0	0.43661971831;0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin159750000	1.0;1.0	0	0	0.537313432836;0.379120879121	0.27868852459;0.422222222222	0.48275862069;0.492307692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin160000000	1.0;1.0	0.392857142857;0.475409836066	0.366666666667;0.333333333333	0	0.539568345324;0.608695652174	0.653846153846;0.404761904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin160250000	0.5;0.5	1.0;1.0	0	0.328125;0.205128205128	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin160500000	1.0;1.0	0.543689320388;0.396551724138	0	0	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin160750000	0.508620689655;0.358974358974	0.511111111111;0.513513513514	0.571428571429;0.485714285714	0	0	0.993006993007;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin161000000	0.547619047619;0.560975609756	0.408163265306;0.461538461538	0.315217391304;0.711111111111	0	0.348837209302;0.3875	0.380952380952;0.521739130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin161250000	0.362869198312;0.346820809249	0	0	0	0.52;0.563636363636	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin161500000	0.429824561404;0.582677165354	0	0	0	0.547619047619;0.518987341772	0.403846153846;0.485714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin161750000	1.0;1.0	0.349397590361;0.474137931034	0.545454545455;0.679012345679	0	0	0.444444444444;0.341463414634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin162000000	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin162250000	0.473684210526;0.322580645161	1.0;1.0	0	0.547619047619;0.394736842105	0	0.435344827586;0.435064935065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin162500000	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin162750000	0.428571428571;0.447154471545	1.0;1.0	0	0	0.449275362319;0.584905660377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin163000000	1.0;1.0	1.0;1.0	0	0	0	0.623529411765;0.461538461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin163250000	1.0;1.0	0	0	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin163500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin163750000	0	0	0	0	0	0.591836734694;0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin164000000	0	0	0	0.5;0.415094339623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin164250000	0.975708502024;0.991489361702	0.424242424242;0.426470588235	0	0.455284552846;0.51572327044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin164500000	1.0;1.0	0.393162393162;0.455284552846	0.555555555556;0.670212765957	0.5;0.552631578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin164750000	0.420454545455;0.431034482759	0	0.606382978723;0.63768115942	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin165000000	0.565656565657;0.486725663717	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin165250000	1.0;1.0	0.422535211268;0.58	0.872727272727;0.849315068493	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin165500000	0.490797546012;0.531914893617	0	0	0	0	0.47619047619;0.614285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin165750000	1.0;1.0	0.516949152542;0.496732026144	0	1.0;1.0	0	0.464788732394;0.40625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin166000000	1.0;1.0	1.0;1.0	0	0.461538461538;0.416666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin166250000	0	0	0	0.546255506608;0.443946188341	0	0.557142857143;0.441860465116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin166500000	1.0;1.0	0.491329479769;0.346153846154	0.372093023256;0.479166666667	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin166750000	0.5;0.66	1.0;1.0	0.424657534247;0.539682539683	0.4375;0.470588235294	0	0.344827586207;0.315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin167000000	0.551020408163;0.631578947368	0.560606060606;0.620253164557	1.0;1.0	0.52380952381;0.652173913043	0	0.573770491803;0.535087719298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin167250000	0.577777777778;0.592105263158	1.0;1.0	0	0	0	0.983333333333;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin167500000	0.571428571429;0.58	0	0.438596491228;0.458333333333	0.414634146341;0.533333333333	0	0.404580152672;0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin167750000	1.0;1.0	0	0.537878787879;0.557142857143	0	0.252577319588;0.244755244755	0.405405405405;0.290322580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin168000000	0.594594594595;0.614457831325	0.44262295082;0.433962264151	0	0	0.366666666667;0.446808510638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin168250000	0.345794392523;0.558558558559	0	0.601851851852;0.597826086957	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin168500000	0.444444444444;0.276923076923	0.450549450549;0.561728395062	0.530864197531;0.72972972973	0	0	0.477366255144;0.448275862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin168750000	0.44;0.575	0	0.460674157303;0.297520661157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin169000000	0	0	0.990291262136;1.0	0.425925925926;0.5	0.314049586777;0.586206896552	0.710526315789;0.533333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin169250000	0.403846153846;0.435897435897	0	0.462686567164;0.410071942446	0.535714285714;0.47191011236	0.472440944882;0.564885496183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin169500000	0.54;0.469387755102	0.616666666667;0.578313253012	1.0;1.0	0.446428571429;0.701754385965	0.575;0.4375	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin169750000	1.0;1.0	1.0;1.0	0.425;0.519230769231	1.0;1.0	0.993333333333;1.0	0.491124260355;0.520408163265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin170000000	0.567164179104;0.420289855072	0.553846153846;0.609375	0.46511627907;0.4	1.0;1.0	0.382978723404;0.536585365854	0.5;0.518518518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin170250000	0	0.516949152542;0.477611940299	0.462962962963;0.440677966102	0.471337579618;0.381944444444	0.476744186047;0.605263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin170500000	0.387755102041;0.441176470588	1.0;1.0	0	0.466292134831;0.483516483516	0.347826086957;0.555555555556	0.509433962264;0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin170750000	0.460674157303;0.58064516129	0.813333333333;0.838709677419	1.0;0.984848484848	0.535714285714;0.5	0	1.0;0.987179487179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin171000000	0.454545454545;0.5625	0.542553191489;0.446601941748	1.0;1.0	0	0	0.454545454545;0.605633802817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin171250000	1.0;1.0	1.0;1.0	0	0	0.341176470588;0.272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin171500000	0.5625;0.375	1.0;0.976470588235	0	1.0;1.0	0.407407407407;0.415094339623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin171750000	0.981481481481;1.0	0.525925925926;0.506578947368	0	0	0.378378378378;0.390243902439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin172000000	0	1.0;1.0	1.0;1.0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin172250000	1.0;1.0	1.0;1.0	0.415841584158;0.425287356322	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin172500000	1.0;1.0	1.0;1.0	0.552631578947;0.571428571429	0	0.575757575758;0.553846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin172750000	0	0.5;0.528301886792	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin173000000	0.56;0.714285714286	0	0.666666666667;0.590909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin173250000	0.4375;0.664122137405	0.304347826087;0.222222222222	0.967032967033;1.0	0	1.0;0.988888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin173500000	0.540540540541;0.4375	0.497326203209;0.511764705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin173750000	1.0;1.0	1.0;1.0	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin174000000	1.0;1.0	1.0;1.0	0.486111111111;0.353846153846	0.522522522523;0.4609375	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin174250000	1.0;1.0	0	0	0.450704225352;0.460317460317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin174500000	0	0	0	1.0;0.988095238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin174750000	0.465909090909;0.417582417582	0.333333333333;0.387096774194	0.577319587629;0.358974358974	0	0.375;0.540540540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin175000000	0.535947712418;0.365079365079	0.55421686747;0.459016393443	0.542857142857;0.292682926829	0.545454545455;0.485148514851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin175250000	0.488888888889;0.522123893805	1.0;1.0	1.0;1.0	0.458333333333;0.446428571429	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin175500000	0	0	0.420454545455;0.666666666667	1.0;1.0	0.238532110092;0.230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin175750000	1.0;1.0	0	0.405797101449;0.715909090909	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin176000000	0.604395604396;0.446428571429	0.523364485981;0.5	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin176250000	0	0	0	0	0.54;0.478260869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin176500000	1.0;1.0	0	0.285714285714;0.323529411765	0.523364485981;0.452991452991	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin176750000	0.479338842975;0.653846153846	1.0;0.969696969697	1.0;1.0	0.451612903226;0.66	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin177000000	0.491935483871;0.352459016393	0.5;0.365853658537	0	0.564417177914;0.569343065693	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin177250000	0	0	0	0.377049180328;0.545454545455	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin177500000	0	0	0	0.835616438356;0.880952380952	1.0;0.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin177750000	0.414285714286;0.337209302326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin178000000	1.0;1.0	1.0;1.0	1.0;1.0	0.586538461538;0.617391304348	0.475409836066;0.577777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin178250000	1.0;1.0	0.452380952381;0.490566037736	0	1.0;1.0	0.4;0.340909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin178500000	0.475409836066;0.348484848485	0.96875;1.0	1.0;1.0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin178750000	0.395209580838;0.45	0.578947368421;0.5	1.0;1.0	0.42;0.528571428571	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin179000000	1.0;1.0	1.0;1.0	1.0;1.0	0	0.462121212121;0.602150537634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin179250000	0.495652173913;0.564814814815	0.692307692308;0.591836734694	0.398230088496;0.468085106383	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin179500000	0.5;0.438095238095	0.419047619048;0.492424242424	0.469879518072;0.521126760563	0	0.451851851852;0.43137254902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin179750000	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin180000000	0.411764705882;0.470588235294	1.0;0.985714285714	0.535087719298;0.29203539823	0	0.5;0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin180250000	0	1.0;1.0	0.421568627451;0.575	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin180500000	0	0	0.433333333333;0.584905660377	0	0.476923076923;0.582417582418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin180750000	1.0;1.0	1.0;1.0	0.279761904762;0.232323232323	0	0.319444444444;0.444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin181000000	0.478260869565;0.385964912281	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin181250000	0	0	0.480769230769;0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin181500000	1.0;1.0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin181750000	0.459459459459;0.443181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin182000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin182250000	0.56;0.468085106383	0.437037037037;0.529411764706	0.542372881356;0.324324324324	0.558139534884;0.514285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin182500000	0.522727272727;0.265306122449	0.573333333333;0.614173228346	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin182750000	0.474576271186;0.451612903226	1.0;0.964285714286	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin183000000	1.0;1.0	1.0;1.0	0.568181818182;0.404255319149	0.451612903226;0.563636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin183250000	0.474358974359;0.341176470588	0	0.536;0.277227722772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin183500000	0.445945945946;0.405555555556	1.0;1.0	0.518518518519;0.679245283019	0.543209876543;0.533333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin183750000	1.0;1.0	1.0;1.0	0.328767123288;0.707692307692	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin184000000	0.488095238095;0.507936507937	0.421052631579;0.553191489362	0.601694915254;0.659340659341	0.481927710843;0.52380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin184250000	0	0	0.984126984127;1.0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin184500000	0.3984375;0.663265306122	0	1.0;0.983333333333	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin184750000	0.435344827586;0.391111111111	0	1.0;1.0	0.538461538462;0.353846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin185000000	0.488235294118;0.5	0.654320987654;0.734375	0.5625;0.5	0.333333333333;0.320512820513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin185250000	0	0.390243902439;0.326530612245	0.218181818182;0.257142857143	0.976744186047;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin185500000	0	0	0	0.422222222222;0.515151515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin185750000	0	0.558558558559;0.544303797468	0.551181102362;0.579439252336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin186000000	1.0;1.0	0	1.0;1.0	1.0;0.996389891697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin186250000	0.557692307692;0.604651162791	1.0;1.0	0.571428571429;0.5	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin186500000	0.475609756098;0.564516129032	0	1.0;1.0	0.598484848485;0.518518518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin186750000	1.0;1.0	0	0.52;0.565217391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin187000000	0	0	0	0.583333333333;0.461538461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin187250000	0	0.988505747126;0.986577181208	0.561403508772;0.407766990291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin187500000	0.460526315789;0.652173913043	0.473684210526;0.465517241379	0	0.65;0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin187750000	0	0.509090909091;0.472222222222	0.5125;0.34375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin188000000	0	0.491525423729;0.567164179104	0	0.463768115942;0.520833333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin188250000	0	0.5;0.512195121951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin188500000	0	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin188750000	0	0	0	0.492227979275;0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
